"ACTOR1","ACTOR2","COUNTRY","EVENT_DATE","EVENT_ID_CNTY","EVENT_TYPE","ISO","LOCATION","NOTES","SUB_EVENT_TYPE","YEAR","annotation_id","annotator","created_at","id","lead_time","max_partviolence","max_secengagement","mmad_issue","mmad_max_scope","mmad_mean_avg_numparticipants","mmad_side","mmd_participants","mmd_participants_category","mmd_protesterdemand_1","mmd_protesterdemand_2","mmd_protesteridentity","mmd_protesterviolence","mmd_protestnumber","mmd_stateresponse_1","mmd_stateresponse_2","navco_camp_goals","navco_damage","navco_fatal_casu","navco_injuries","navco_num_partic_event","navco_nv_categ","navco_nv_commission","navco_nv_concentration","navco_nv_tactic_ns","navco_st_posture","navco_tactic_choice","navco_v_tactic_ns","scad_cgovtarget","scad_escalation","scad_etype","scad_gender_tags","scad_issues_1","scad_issues_2","scad_ndeath","scad_npart","scad_repress","scad_rgovtarget","updated_at"
"Protesters (Brazil)","","Brazil","2018-05-23","BRA24911","Protests",76,"Novo Cabrais","On 23 May 2018, in Novo Cabrais, Rio Grande do Sul, truck drivers held a protest on km 156 of ERS-287 road against the rising prices of diesel. The sector was protesting on roads across the country since 21 May 2018 and in some cases it resulted in federal highway blocks.","Peaceful protest",2018,222,"1","2025-07-28T08:29:57.961304Z",1164,55.78,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:29:57.961325Z"
"Protesters (Brazil)","","Brazil","2018-05-23","BRA28573","Protests",76,"Palmeira","On 23 May 2018, in Palmeira, Parana, truck drivers held a protest on km 200 of BR-277 road against the rising prices of diesel. The sector was protesting on roads across the country since 21 May 2018 and in some cases it resulted in federal highway blocks.","Peaceful protest",2018,223,"1","2025-07-28T08:30:57.884447Z",1165,55.863,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""roadblock"",""protest""]}","neutral","nonviolent","","no","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:30:57.884467Z"
"Protesters (Brazil)","","Brazil","2018-05-23","BRA26068","Protests",76,"Ourinhos","On 23 May 2018, in Ourinhos, Sao Paulo, truck drivers held a protest on km 384 of SP-270 road against the rising prices of diesel. The sector was protesting on roads across the country since 21 May 2018 and in some cases it resulted in federal highway blocks.","Peaceful protest",2018,224,"1","2025-07-28T08:31:51.452045Z",1166,44.742,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:31:51.452074Z"
"Protesters (Brazil)","","Brazil","2018-05-22","BRA24509","Protests",76,"Passo Fundo","On 22 May 2018, in Passo Fundo, Rio Grande do Sul, truck drivers protested on km 301 of BR-285 road. For the second consecutive day, the group held protests throughout Brazil, blocking highways as a means of protest against the rising prices of fuel.","Peaceful protest",2018,225,"1","2025-07-28T08:32:56.172145Z",1167,60.96,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","","","","","neutral","","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:32:56.172185Z"
"Protesters (Brazil)","","Brazil","2018-05-22","BRA25412","Protests",76,"Pitanga","On 22 May 2018, in Pitanga, Parana, truck drivers protested on km 176 and 181 of PRC-466 road. For the second consecutive day, the group held protests throughout Brazil, blocking highways as a means of protest against the rising prices of fuel.","Peaceful protest",2018,226,"1","2025-07-28T08:33:35.256723Z",1168,37.663,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","non_lethal","no","2025-07-28T08:33:35.256744Z"
"Protesters (Brazil)","","Brazil","2018-05-22","BRA25459","Protests",76,"Umuarama","On 22 May 2018, around Umuarama, Parana, truck drivers protested on km 303 of PR-323, km 122 of BR-482 and PR-489 road. For the second consecutive day, the group held protests throughout Brazil, blocking highways as a means of protest against the rising prices of fuel.","Peaceful protest",2018,227,"1","2025-07-28T08:34:27.586726Z",1169,48.767,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","concentration","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:34:27.586746Z"
"Protesters (Brazil)","","Brazil","2018-05-22","BRA25361","Protests",76,"Irati","On 22 May 2018, in Irati, Parana, truck drivers protested on km 330 of BR-153 road. For the second consecutive day, the group held protests throughout Brazil, blocking highways as a means of protest against the rising prices of fuel.","Peaceful protest",2018,228,"1","2025-07-28T08:35:42.554789Z",1170,43.091,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","concentration","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:35:42.554809Z"
"Protesters (Brazil)","","Brazil","2018-05-21","BRA22811","Protests",76,"Bom Jesus de Goias","On 21 May 2018, in Bom Jesus de Goias, Goias, around 50 truck drivers held a protest on BR-452 against the rising prices of diesel. The group also blocked that road. It was the first day of protests, happening in 13 different states and resulted in federal highway blocks in Minas Gerais, Bahia, Goias, Parana, Mato Grosso, Rio de Janeiro, Ceara, Rio Grande do Norte, Rio Grande do Sul, Espirito Santo, and Pernambuco.","Peaceful protest",2018,229,"1","2025-07-28T08:36:38.440107Z",1171,52.48,"NA","NA","against:gas prices","national","about 50","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:36:38.440127Z"
"Protesters (Brazil)","","Brazil","2018-05-21","BRA24486","Protests",76,"Uruguaiana","On 21 May 2018, in Uruguaiana, Rio Grande do Sul, truck drivers held a protest on BR-472 and BR-290 road against the rising prices of diesel. It was the first day of protests, happening in 13 different states and resulted in federal highway blocks in Minas Gerais, Bahia, Goias, Parana, Mato Grosso, Rio de Janeiro, Ceara, Rio Grande do Norte, Rio Grande do Sul, Espirito Santo, and Pernambuco.","Peaceful protest",2018,230,"1","2025-07-28T08:37:27.475001Z",1172,47.862,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:37:27.475023Z"
"Protesters (Brazil)","","Brazil","2018-05-21","BRA30867","Protests",76,"Assis Chateaubriand","On 21 May 2018, in Assis Chateaubriand, Parana, truck drivers held a protest on km 592 of PR-239 highway against the rising prices of diesel. It was the first day of protests, happening in 13 different states and resulted in federal highway blocks in Minas Gerais, Bahia, Goias, Parana, Mato Grosso, Rio de Janeiro, Ceara, Rio Grande do Norte, Rio Grande do Sul, Espirito Santo, and Pernambuco.","Peaceful protest",2018,231,"1","2025-07-28T08:38:24.896400Z",1173,54.991,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","concentration","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:38:24.896427Z"
"Protesters (Brazil)","","Brazil","2018-05-20","BRA29925","Protests",76,"Porto Xavier","On 20 May 2018, around Porto Xavier, Rio Grande do Sul, truck drivers held a protest on BR-392 in a protest against the rising prices of fuel.","Peaceful protest",2018,232,"1","2025-07-28T08:39:16.050469Z",1174,50.152,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","concentration","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:39:16.050489Z"
"Protesters (Brazil)","","Brazil","2018-05-20","BRA29933","Protests",76,"Uruguaiana","On 20 May 2018, in Uruguaiana, Rio Grande do Sul, truck drivers held a protest on km 719 of BR-290 and km 572 of BR-472 in a protest against the rising prices of fuel.","Peaceful protest",2018,233,"1","2025-07-28T08:40:27.270944Z",1175,69.326,"NA","NA","against:gas prices","national","","anti-gov","","","price_tax_policy","","truckers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-28T08:40:27.270967Z"
"Police Forces of Turkey (2016-)","Protesters (Turkey)","Turkey","2018-05-01","TUR1627","Protests",792,"Kizilay","On 1 May 2018, a group of former public servants who were dismissed from duties with recent legislative decrees gathered in Kizilay area of Ankara to protest. Police forces intervened and detained three protesters. One of the protesters were reportedly beaten up by the police, and was hospitalized.","Excessive force against protesters",2018,234,"1","2025-07-28T08:43:06.491857Z",1176,128.488,"NA","physical_intervention","against:firing of workers","national","a group","anti-gov","a group","","political_behavior_process","","former public servants","no","","beatings","arrests","policy_change","","","[{""number"":1}]","a group","protest","commission","concentration","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","non_lethal","no","2025-07-28T08:43:06.491880Z"
"Rioters (Palestine)","Military Forces of Israel (2009-2021)","Palestine","2018-04-28","PSE1887","Riots",275,"Kafr Qaddum","On 28 April 2018, Palestinians threw stones at Israeli forces during a demonstration at the eastern entrance of Kafr Qaddum (Qalqilya) against the continued closure of the village entrance. Israeli forces replied by firing rubber bullets, and stun and tear gas canisters, towards demonstrators. A 55-year-old Palestinian man was injured after being shot with a rubber bullet to his head.","Violent demonstration",2018,235,"1","2025-07-30T13:18:54.654337Z",1177,117.447,"property_damage_or_clashes","physical_intervention","against:closure of village entrance","national","","anti-gov","","","land_farm_issue","","palestinians","yes","","shootings","","policy_change","","","[{""number"":1}]","","","","","","material_physical_repression","violent","throwing rocks","yes","no_escalation","anti_gov_violence","","ethnic_discrimination","","","unknown","non_lethal","no","2025-07-30T13:18:54.654357Z"
"Protesters (Turkey)","","Turkey","2019-12-15","TUR10387","Protests",792,"Diyarbakir","On 15 December 2019, the families who claim their children have been kidnapped by the PKK continued their sit-in protest in front of the HDP provincial building in Diyarbakir city centre for the 104th day. The families accused HDP of working with the PKK, and demanded their children to be returned.","Peaceful protest",2019,236,"1","2025-07-30T13:23:14.088311Z",1178,256.92,"NA","NA","against:kidnapping","national","","anti-gov","","","political_behavior_process","","families","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-30T13:23:14.088335Z"
